"","WT_1411","WT_1601","WT_1710","KO_1411","KO_1601","KO_1710"
"ENSMUSG00000002835.9",1487,1593,989,1020,1390,348
"ENSMUSG00000002844.9",2179,1968,1250,1172,1896,466
"ENSMUSG00000002845.14",356,368,211,204,287,79
"ENSMUSG00000002846.9",371,343,196,167,266,74
"ENSMUSG00000002847.7",15,17,1,5,6,5
"ENSMUSG00000002870.8",9316,9535,5426,5511,7851,2146
"ENSMUSG00000002871.14",610,662,302,337,449,155
"ENSMUSG00000002881.14",434,392,244,286,462,117
"ENSMUSG00000002885.14",6638,7334,3620,4747,6219,1958
"ENSMUSG00000002897.5",5776,6000,3493,3527,4951,1323
"ENSMUSG00000002900.16",252,249,103,110,166,64
"ENSMUSG00000002908.17",2,3,0,2,2,0
"ENSMUSG00000002910.11",10,12,8,8,8,1
"ENSMUSG00000002930.6",0,0,0,0,0,0
"ENSMUSG00000002944.15",117,153,74,79,86,30
"ENSMUSG00000002948.19",15,49,23,36,16,7
"ENSMUSG00000002949.15",961,947,560,569,843,222
"ENSMUSG00000002957.11",1836,1893,1183,1260,1782,443
"ENSMUSG00000002963.17",766,763,427,482,706,197
"ENSMUSG00000002968.9",712,602,366,390,685,177
"ENSMUSG00000002980.14",99,106,54,58,79,26
"ENSMUSG00000002981.10",2807,3075,1660,1744,2314,669
"ENSMUSG00000002983.17",196,133,119,107,221,39
"ENSMUSG00000002984.17",846,864,488,515,735,203
"ENSMUSG00000002985.16",6993,6471,4300,2801,4399,1032
"ENSMUSG00000002992.17",0,0,0,0,0,0
"ENSMUSG00000002996.17",3110,2984,1786,1630,2482,646
"ENSMUSG00000002997.15",395,448,283,405,523,128
"ENSMUSG00000003031.14",4314,4249,2578,2865,4242,1088
"ENSMUSG00000003032.8",4,5,4,6,7,0
"ENSMUSG00000003033.15",3738,3908,2184,2226,3102,864
"ENSMUSG00000003037.16",2784,2885,1681,1679,2362,631
"ENSMUSG00000003038.15",75,103,70,80,88,17
"ENSMUSG00000003039.9",1311,1223,593,605,966,306
"ENSMUSG00000003051.13",13,25,10,11,5,4
"ENSMUSG00000003053.17",0,1,0,0,0,0
"ENSMUSG00000003062.13",200,229,137,202,259,67
"ENSMUSG00000003068.16",792,764,501,507,764,181
"ENSMUSG00000003070.6",8,17,11,9,4,1
"ENSMUSG00000003072.15",3575,3338,2166,1974,3077,740
"ENSMUSG00000003099.11",2175,2135,1268,1265,1882,494
"ENSMUSG00000003119.14",2480,2401,1474,1334,2010,510
"ENSMUSG00000003123.15",343,332,188,175,265,74
"ENSMUSG00000003131.7",1621,1755,1021,987,1329,356
"ENSMUSG00000003134.10",125,157,108,97,114,23
"ENSMUSG00000003135.15",1125,1287,675,720,912,273
"ENSMUSG00000003153.10",512,659,344,494,559,169
"ENSMUSG00000003154.15",503,457,275,261,423,110
"ENSMUSG00000003161.15",3144,2907,1729,1681,2665,698
"ENSMUSG00000003166.20",83,63,41,36,72,18
"ENSMUSG00000003184.15",1665,1650,989,954,1404,365
"ENSMUSG00000003190.12",359,430,244,249,303,84
"ENSMUSG00000003198.10",110,103,61,65,102,28
"ENSMUSG00000003199.16",405,376,237,265,418,104
"ENSMUSG00000003200.10",1750,1595,930,868,1399,374
"ENSMUSG00000003206.7",16,17,9,8,11,1
"ENSMUSG00000003208.9",438,400,228,234,379,104
"ENSMUSG00000003226.7",7515,7922,5418,4947,6861,1545
"ENSMUSG00000003227.4",6,6,0,1,2,1
"ENSMUSG00000003228.9",81,83,59,62,88,18
"ENSMUSG00000003233.12",271,289,173,195,267,70
"ENSMUSG00000003234.16",1354,1310,815,806,1214,304
"ENSMUSG00000003235.13",1400,1636,855,872,1081,325
"ENSMUSG00000003269.17",913,890,500,510,765,213
"ENSMUSG00000003271.17",25,24,13,14,20,7
"ENSMUSG00000003273.14",0,0,2,1,3,0
"ENSMUSG00000003279.17",1,6,4,0,0,0
"ENSMUSG00000003282.9",24,26,13,24,31,10
"ENSMUSG00000003283.14",107,124,76,72,90,22
"ENSMUSG00000003299.10",672,604,328,328,543,156
"ENSMUSG00000003308.15",1041,1028,692,753,1110,255
"ENSMUSG00000003309.14",32,29,21,16,27,5
"ENSMUSG00000003316.14",10971,10502,5976,5483,8389,2289
"ENSMUSG00000003341.9",0,1,0,0,0,0
"ENSMUSG00000003344.14",381,369,219,184,279,74
"ENSMUSG00000003345.16",820,765,527,542,843,190
"ENSMUSG00000003346.14",314,288,176,186,297,77
"ENSMUSG00000003348.10",2254,2068,1229,1640,2621,687
"ENSMUSG00000003352.14",103,107,69,24,34,7
"ENSMUSG00000003354.6",0,0,0,0,0,0
"ENSMUSG00000003355.7",14,13,8,3,5,1
"ENSMUSG00000003360.15",2825,2706,1652,1566,2386,609
"ENSMUSG00000003363.15",7305,6975,3791,3773,5805,1653
"ENSMUSG00000003378.9",12,21,9,19,16,7
"ENSMUSG00000003379.7",69,117,74,93,86,18
"ENSMUSG00000003380.11",1373,1274,780,964,1519,387
"ENSMUSG00000003382.18",989,874,550,566,938,234
"ENSMUSG00000003402.14",6073,5737,3280,2576,3999,1087
"ENSMUSG00000003410.8",11,9,6,0,1,0
"ENSMUSG00000003411.10",6,14,8,8,3,0
"ENSMUSG00000003418.11",106,115,52,55,74,28
"ENSMUSG00000003420.8",109,120,85,64,84,16
"ENSMUSG00000003421.13",1486,1422,793,773,1185,331
"ENSMUSG00000003423.15",648,695,399,450,610,166
"ENSMUSG00000003429.11",2565,2538,1640,2023,2977,716
"ENSMUSG00000003435.9",6839,6119,3806,3601,5892,1479
"ENSMUSG00000003436.11",0,4,0,0,0,0
"ENSMUSG00000003437.14",2439,2394,1441,1292,1921,497
"ENSMUSG00000003438.17",903,1002,550,594,779,222
"ENSMUSG00000003444.8",79,84,48,42,57,16
"ENSMUSG00000003452.15",9,9,6,6,8,1
"ENSMUSG00000003458.12",2784,3010,1687,1779,2397,667
"ENSMUSG00000003464.13",857,771,469,435,710,183
"ENSMUSG00000003469.9",1,3,0,2,0,0
"ENSMUSG00000003476.16",0,0,0,0,2,0
"ENSMUSG00000003477.5",36,41,23,19,24,7
"ENSMUSG00000003484.4",57,53,46,47,72,10
"ENSMUSG00000003500.13",2380,2219,1292,1334,2099,561
"ENSMUSG00000003505.15",0,0,0,0,0,0
"ENSMUSG00000003518.13",6,8,0,4,4,1
"ENSMUSG00000003526.12",50,55,38,28,36,7
"ENSMUSG00000003527.9",448,462,234,245,346,108
"ENSMUSG00000003528.15",218,228,114,141,196,62
"ENSMUSG00000003531.15",70,94,50,68,73,23
"ENSMUSG00000003534.17",123,131,76,42,58,16
"ENSMUSG00000003541.6",5,5,0,0,1,3
"ENSMUSG00000003545.3",18,13,8,9,19,6
"ENSMUSG00000003546.10",475,392,223,215,395,109
"ENSMUSG00000003549.9",490,496,272,329,474,136
"ENSMUSG00000003555.8",0,4,0,0,0,0
"ENSMUSG00000003559.8",421,379,269,354,568,125
"ENSMUSG00000003573.15",246,266,161,204,275,71
"ENSMUSG00000003575.13",315,333,201,203,279,72
"ENSMUSG00000003581.14",155,133,94,69,118,25
"ENSMUSG00000003585.13",4,11,5,6,1,1
"ENSMUSG00000003604.14",210,208,123,109,160,43
"ENSMUSG00000003617.16",123,110,68,49,84,22
"ENSMUSG00000003623.4",1585,1614,1096,1242,1776,404
"ENSMUSG00000003644.17",1018,894,574,574,958,234
"ENSMUSG00000003657.9",2,4,1,3,0,1
"ENSMUSG00000003660.10",16897,17431,10500,10740,15180,3920
"ENSMUSG00000003662.10",2387,2328,1529,1441,2150,508
"ENSMUSG00000003665.7",1,3,0,0,1,1
"ENSMUSG00000003680.16",400,401,236,208,303,81
"ENSMUSG00000003721.14",318,348,184,195,259,78
"ENSMUSG00000003731.13",1611,1639,1050,836,1197,290
"ENSMUSG00000003746.16",3727,3526,2225,2361,3636,898
"ENSMUSG00000003752.9",161,158,104,118,174,41
"ENSMUSG00000003762.13",245,245,137,147,215,61
"ENSMUSG00000003778.14",3155,3096,2008,2118,3142,753
"ENSMUSG00000003779.16",4650,5214,2903,2871,3729,1045
"ENSMUSG00000003808.18",2585,2405,1237,1269,2021,605
"ENSMUSG00000003809.14",284,297,173,187,260,70
"ENSMUSG00000003810.12",449,533,317,317,391,102
"ENSMUSG00000003812.13",117,112,74,55,85,19
"ENSMUSG00000003813.15",1235,1063,806,614,1024,210
"ENSMUSG00000003814.8",17121,18030,10667,9302,12881,3387
"ENSMUSG00000003824.12",298,306,211,160,226,49
"ENSMUSG00000003847.16",1477,1454,829,893,1324,362
"ENSMUSG00000003848.14",935,1037,597,603,792,215
"ENSMUSG00000003849.8",39,45,22,20,25,9
"ENSMUSG00000003863.18",6,9,6,4,0,0
"ENSMUSG00000003865.16",449,456,283,334,479,120
"ENSMUSG00000003868.14",2494,2436,1406,1323,1980,534
"ENSMUSG00000003872.9",2,0,1,0,0,0
"ENSMUSG00000003873.11",445,480,300,370,501,124
"ENSMUSG00000003882.5",1374,1552,975,865,1124,276
"ENSMUSG00000003923.14",1840,1851,1242,1131,1636,377
"ENSMUSG00000003929.11",473,467,268,211,312,85
"ENSMUSG00000003934.5",12,10,6,7,12,4
"ENSMUSG00000003948.17",24,30,17,23,26,7
"ENSMUSG00000003949.16",0,3,4,7,7,0
"ENSMUSG00000003955.8",654,715,403,420,558,155
"ENSMUSG00000003970.9",9372,8213,5966,5573,9169,1975
"ENSMUSG00000003974.6",0,0,0,0,0,0
"ENSMUSG00000003992.15",4576,4567,2349,2316,3396,1021
"ENSMUSG00000004018.9",349,385,248,230,305,72
"ENSMUSG00000004031.13",0,1,1,0,2,3
"ENSMUSG00000004032.10",1,3,4,4,6,0
"ENSMUSG00000004035.12",9,13,6,10,9,4
"ENSMUSG00000004038.9",2,6,0,0,0,0
"ENSMUSG00000004040.16",4624,4408,2804,3197,4885,1197
"ENSMUSG00000004043.14",2345,2432,1343,1503,2112,596
"ENSMUSG00000004044.9",48,45,24,23,38,12
"ENSMUSG00000004054.9",721,747,370,379,533,169
"ENSMUSG00000004056.15",468,493,272,284,392,112
"ENSMUSG00000004069.17",771,738,437,432,661,174
"ENSMUSG00000004070.15",2239,2237,1451,1324,1929,462
"ENSMUSG00000004071.13",573,596,337,379,531,147
"ENSMUSG00000004085.14",273,307,164,160,206,61
"ENSMUSG00000004096.9",2071,2239,1329,1430,1930,506
"ENSMUSG00000004098.7",22,26,14,17,21,6
"ENSMUSG00000004099.16",16960,17684,11202,10839,15170,3718
"ENSMUSG00000004100.12",638,637,376,380,555,147
"ENSMUSG00000004105.8",797,858,539,471,639,157
"ENSMUSG00000004110.17",818,991,568,138,163,44
"ENSMUSG00000004113.18",18,15,7,1,7,4
"ENSMUSG00000004127.12",191,183,112,93,143,37
"ENSMUSG00000004151.17",1,9,5,8,4,1
"ENSMUSG00000004187.11",35,29,25,25,43,7
"ENSMUSG00000004207.14",44782,45196,26445,31897,46098,12253
"ENSMUSG00000004221.16",949,912,535,550,837,223
"ENSMUSG00000004231.15",0,0,0,0,0,0
"ENSMUSG00000004233.14",140,138,88,101,150,37
"ENSMUSG00000004263.15",0,1,2,1,4,0
"ENSMUSG00000004264.17",2670,2819,1481,1593,2196,650
"ENSMUSG00000004266.15",9039,8421,4715,4666,7367,2039
"ENSMUSG00000004267.16",5,11,4,7,3,3
"ENSMUSG00000004268.11",2523,2475,1516,1332,1979,503
"ENSMUSG00000004270.13",1683,1828,1023,1050,1408,392
"ENSMUSG00000004285.12",591,599,367,418,600,153
"ENSMUSG00000004296.14",42,56,40,35,38,5
"ENSMUSG00000004317.14",427,514,261,220,263,83
"ENSMUSG00000004319.15",1064,1128,616,568,780,223
"ENSMUSG00000004328.15",26,21,17,10,19,3
"ENSMUSG00000004341.8",2,8,0,5,0,3
"ENSMUSG00000004344.12",0,0,0,0,0,0
"ENSMUSG00000004347.17",9,6,5,7,15,3
"ENSMUSG00000004356.8",1781,2097,1376,1210,1521,354
"ENSMUSG00000004359.16",18,19,14,22,30,6
"ENSMUSG00000004360.9",0,0,0,0,0,0
"ENSMUSG00000004364.14",3603,3835,2451,2777,3812,924
"ENSMUSG00000004366.4",0,5,0,0,6,1
"ENSMUSG00000004371.15",0,2,1,0,0,0
"ENSMUSG00000004383.18",51,62,28,31,35,14
"ENSMUSG00000004393.10",1223,1238,706,652,940,257
"ENSMUSG00000004394.12",713,738,457,489,689,173
"ENSMUSG00000004415.15",2,0,2,0,0,1
"ENSMUSG00000004446.12",728,774,386,393,537,169
"ENSMUSG00000004451.14",244,280,158,159,202,56
"ENSMUSG00000004455.16",117,154,108,130,148,30
"ENSMUSG00000004460.17",2019,2048,1277,1180,1696,423
"ENSMUSG00000004462.7",226,227,122,151,220,65
"ENSMUSG00000004473.10",6,14,9,9,5,0
"ENSMUSG00000004500.9",170,191,110,129,166,45
"ENSMUSG00000004508.6",32,39,19,19,21,8
"ENSMUSG00000004530.12",2112,2183,1210,1348,1901,534
"ENSMUSG00000004535.12",8986,9026,5480,5579,8098,2075
"ENSMUSG00000004540.7",0,0,1,0,0,0
"ENSMUSG00000004542.15",0,0,0,3,0,0
"ENSMUSG00000004552.16",6145,5664,3386,444,708,185
"ENSMUSG00000004558.15",276,322,155,220,270,90
"ENSMUSG00000004561.14",326,385,214,285,352,99
"ENSMUSG00000004562.16",160,146,106,115,182,38
"ENSMUSG00000004565.15",374,408,234,235,314,86
"ENSMUSG00000004567.16",466,457,244,266,399,117
"ENSMUSG00000004568.13",2737,2518,1601,1311,2080,511
"ENSMUSG00000004591.16",1189,1267,853,905,1242,283
"ENSMUSG00000004609.11",17,20,16,28,36,6
"ENSMUSG00000004610.4",166,165,103,92,135,34
"ENSMUSG00000004612.9",376,435,324,184,234,43
"ENSMUSG00000004626.14",1517,1581,910,995,1392,377
"ENSMUSG00000004630.18",0,0,0,0,0,0
"ENSMUSG00000004631.15",33,21,18,9,25,5
"ENSMUSG00000004633.17",63,59,40,18,29,6
"ENSMUSG00000004637.15",208,203,112,108,163,47
"ENSMUSG00000004642.13",4705,4982,3099,3191,4398,1098
"ENSMUSG00000004651.6",0,2,0,0,0,0
"ENSMUSG00000004654.6",2,2,0,0,1,0
"ENSMUSG00000004655.5",62,66,36,39,54,16
"ENSMUSG00000004661.15",328,316,176,248,377,106
"ENSMUSG00000004665.10",2780,2258,1304,1497,2771,745
"ENSMUSG00000004667.18",963,1034,548,611,828,244
"ENSMUSG00000004668.14",34,45,31,30,33,6
"ENSMUSG00000004677.17",3385,3503,1834,2136,3008,892
"ENSMUSG00000004698.10",18,24,15,26,29,7
"ENSMUSG00000004707.14",3730,3599,1892,2211,3367,989
"ENSMUSG00000004709.14",29,37,28,15,16,0
"ENSMUSG00000004730.15",330,330,208,185,270,66
"ENSMUSG00000004748.5",25,33,14,16,16,8
"ENSMUSG00000004768.14",61,61,33,19,28,9
"ENSMUSG00000004771.12",1389,1378,862,931,1368,340
"ENSMUSG00000004788.11",1563,1579,868,769,1111,315
"ENSMUSG00000004789.10",2493,2499,1450,1383,2014,541
"ENSMUSG00000004791.7",4,4,3,1,3,0
"ENSMUSG00000004798.14",292,305,177,209,290,79
"ENSMUSG00000004814.10",6,6,1,5,9,4
"ENSMUSG00000004815.12",159,157,111,92,136,28
"ENSMUSG00000004821.1",0,0,0,0,0,0
"ENSMUSG00000004837.2",2367,2253,1331,1512,2323,613
"ENSMUSG00000004842.18",0,1,0,0,0,0
"ENSMUSG00000004843.7",983,903,636,550,867,190
"ENSMUSG00000004846.10",255,287,189,190,248,57
"ENSMUSG00000004849.14",925,921,521,535,784,217
"ENSMUSG00000004864.13",14,10,9,0,7,1
"ENSMUSG00000004865.16",2506,2423,1372,1407,2131,586
"ENSMUSG00000004872.15",0,0,0,0,1,0
"ENSMUSG00000004880.11",28365,29600,17856,16810,23495,6057
"ENSMUSG00000004885.5",7,7,5,1,6,1
"ENSMUSG00000004891.16",25,19,13,5,14,4
"ENSMUSG00000004892.13",0,0,0,0,2,0
"ENSMUSG00000004894.10",0,0,2,1,0,0
"ENSMUSG00000004895.9",1205,1189,732,671,990,251
"ENSMUSG00000004896.16",327,314,178,168,257,71
"ENSMUSG00000004897.16",2319,2221,1247,1143,1750,485
"ENSMUSG00000004902.7",0,0,1,0,0,0
"ENSMUSG00000004929.12",516,510,289,252,373,104
"ENSMUSG00000004931.11",266,278,139,145,202,65
"ENSMUSG00000004933.17",140,118,70,54,98,27
"ENSMUSG00000004934.14",918,891,506,429,647,178
"ENSMUSG00000004936.8",1208,1146,665,779,1202,323
"ENSMUSG00000004937.6",1795,1847,1093,1036,1467,386
"ENSMUSG00000004939.7",0,0,0,1,0,0
"ENSMUSG00000004945.15",258,276,173,108,146,35
"ENSMUSG00000004947.15",902,952,480,485,668,207
"ENSMUSG00000004948.12",1,0,0,2,4,0
"ENSMUSG00000004951.10",5,4,4,6,9,1
"ENSMUSG00000004952.13",189,181,115,104,158,39
"ENSMUSG00000004961.7",3,5,1,3,2,0
"ENSMUSG00000004980.16",31825,31877,20781,19078,27737,6610
"ENSMUSG00000004988.9",0,0,0,0,0,0
"ENSMUSG00000004994.12",299,332,171,203,265,82
"ENSMUSG00000004996.9",467,373,273,176,321,68
"ENSMUSG00000005034.15",3757,3755,2302,2388,3482,884
"ENSMUSG00000005043.13",196,226,114,147,185,58
"ENSMUSG00000005045.16",1,5,1,1,1,2
"ENSMUSG00000005054.7",1045,1290,594,872,1010,346
"ENSMUSG00000005057.13",19,27,19,15,13,2
"ENSMUSG00000005069.12",1213,1146,765,739,1137,265
"ENSMUSG00000005078.16",344,379,223,201,266,70
"ENSMUSG00000005087.17",850,1030,532,636,760,232
"ENSMUSG00000005089.15",7,10,6,5,4,0
"ENSMUSG00000005102.13",217,272,168,235,276,69
"ENSMUSG00000005103.12",12775,11224,6737,6873,11520,2989
"ENSMUSG00000005107.13",126,118,92,84,129,24
"ENSMUSG00000005124.10",0,3,1,3,2,0
"ENSMUSG00000005125.13",736,704,423,479,731,190
"ENSMUSG00000005131.4",14,11,10,6,12,1
"ENSMUSG00000005142.10",5036,4883,3238,2434,3650,855
"ENSMUSG00000005148.8",33,35,18,15,21,7
"ENSMUSG00000005150.16",326,340,210,189,265,67
"ENSMUSG00000005161.15",3826,3814,2396,2423,3542,877
"ENSMUSG00000005198.15",15480,16696,9682,8752,11832,3176
"ENSMUSG00000005202.2",0,0,0,0,0,0
"ENSMUSG00000005204.12",925,870,564,514,796,191
"ENSMUSG00000005220.10",0,3,0,0,2,0
"ENSMUSG00000005225.15",1,6,3,3,0,1
"ENSMUSG00000005232.11",0,0,0,0,0,0
"ENSMUSG00000005233.16",1446,1701,1115,811,1018,237
"ENSMUSG00000005237.14",3,2,3,4,6,0
"ENSMUSG00000005251.15",16,20,9,5,5,3
"ENSMUSG00000005262.13",1635,1657,1037,936,1346,334
"ENSMUSG00000005267.13",113,85,72,68,129,23
"ENSMUSG00000005268.20",15,14,8,1,3,1
"ENSMUSG00000005299.6",1619,1712,904,947,1303,385
"ENSMUSG00000005312.15",5386,5267,3047,2512,3753,1009
"ENSMUSG00000005320.9",0,2,3,0,1,0
"ENSMUSG00000005338.13",3,9,1,5,2,0
"ENSMUSG00000005339.10",1,3,0,4,1,0
"ENSMUSG00000005354.16",936,866,515,584,924,243
"ENSMUSG00000005355.9",1,1,0,0,4,0
"ENSMUSG00000005357.9",0,3,0,0,0,0
"ENSMUSG00000005360.14",54,79,45,47,46,12
"ENSMUSG00000005362.14",1690,1768,1103,1299,1812,451
"ENSMUSG00000005364.11",10,20,9,20,15,6
"ENSMUSG00000005370.4",9687,9354,5952,5813,8765,2145
"ENSMUSG00000005371.15",1989,1922,1257,1193,1795,427
"ENSMUSG00000005373.13",5,4,3,1,3,0
"ENSMUSG00000005374.13",452,491,240,261,347,113
"ENSMUSG00000005378.17",712,771,444,416,559,152
"ENSMUSG00000005397.8",126,110,62,61,106,30
"ENSMUSG00000005410.6",8728,9052,5493,5223,7345,1882
"ENSMUSG00000005413.8",93,87,56,60,94,23
"ENSMUSG00000005417.17",3465,3072,1746,2078,3470,947
"ENSMUSG00000005442.13",2076,2002,1168,1177,1784,476
"ENSMUSG00000005447.12",788,793,465,465,674,180
"ENSMUSG00000005465.9",1430,1302,694,721,1175,341
"ENSMUSG00000005469.10",1318,1295,785,850,1262,325
"ENSMUSG00000005470.8",1136,1392,821,836,1003,265
"ENSMUSG00000005474.9",343,301,188,140,236,60
"ENSMUSG00000005481.18",5448,5581,3411,3162,4500,1145
"ENSMUSG00000005483.10",3062,2422,1957,1522,2736,533
"ENSMUSG00000005493.15",2,1,1,2,0,1
"ENSMUSG00000005501.14",238,298,155,167,193,59
"ENSMUSG00000005503.8",0,0,0,0,0,0
"ENSMUSG00000005505.12",65,75,42,45,56,16
"ENSMUSG00000005506.16",503,467,287,343,541,138
"ENSMUSG00000005510.9",59,73,32,45,51,20
"ENSMUSG00000005514.14",1997,1900,1080,1134,1747,478
"ENSMUSG00000005533.10",1144,1313,687,637,804,242
"ENSMUSG00000005534.10",1000,1099,696,658,876,213
"ENSMUSG00000005540.10",39,84,35,58,37,17
"ENSMUSG00000005547.14",48,37,31,9,21,0
"ENSMUSG00000005553.14",8,8,0,3,4,4
"ENSMUSG00000005566.14",14868,14948,9277,8330,12076,3027
"ENSMUSG00000005575.16",1712,1731,1105,1112,1602,390
"ENSMUSG00000005580.11",142,159,75,104,135,46
"ENSMUSG00000005583.16",31,66,43,68,55,10
"ENSMUSG00000005609.16",4246,4122,2491,2337,3513,905
"ENSMUSG00000005610.17",13861,12543,7367,6281,10206,2702
"ENSMUSG00000005611.15",5,11,8,8,6,0
"ENSMUSG00000005615.15",385,316,250,173,303,58
"ENSMUSG00000005621.11",1864,1824,1026,1088,1627,450
"ENSMUSG00000005625.15",3659,3463,2049,2101,3247,855
"ENSMUSG00000005628.12",3,4,1,5,6,1
"ENSMUSG00000005640.11",0,0,1,0,0,0
"ENSMUSG00000005649.17",0,0,0,0,0,0
"ENSMUSG00000005656.9",2580,2909,1727,1804,2339,613
"ENSMUSG00000005667.8",652,738,451,423,547,138
"ENSMUSG00000005672.12",490,579,326,387,477,132
"ENSMUSG00000005674.9",130,148,81,93,118,34
"ENSMUSG00000005677.14",0,0,1,0,1,1
"ENSMUSG00000005681.12",1,4,3,1,7,2
"ENSMUSG00000005682.9",1661,1811,937,963,1282,387
"ENSMUSG00000005683.8",5051,5151,3123,3210,4589,1178
"ENSMUSG00000005686.17",114,123,77,75,102,25
"ENSMUSG00000005687.14",1328,1355,846,827,1181,294
"ENSMUSG00000005696.11",6780,6495,4343,4880,7400,1722
"ENSMUSG00000005698.15",8521,8734,5073,5066,7206,1930
"ENSMUSG00000005699.16",87,85,59,56,83,18
"ENSMUSG00000005705.10",6,9,5,6,4,1
"ENSMUSG00000005716.16",1,3,2,0,2,1
"ENSMUSG00000005718.8",401,415,196,220,310,104
"ENSMUSG00000005732.14",239,323,159,212,225,74
"ENSMUSG00000005763.15",9174,8968,4904,4871,7296,2068
"ENSMUSG00000005774.12",470,476,256,308,444,129
"ENSMUSG00000005779.12",4670,4477,2599,2449,3738,1002
"ENSMUSG00000005800.3",92,98,74,126,172,34
"ENSMUSG00000005802.12",28,30,22,20,26,4
"ENSMUSG00000005803.14",749,769,542,719,1019,222
"ENSMUSG00000005804.14",496,467,285,246,382,98
"ENSMUSG00000005813.12",945,937,572,500,734,187
"ENSMUSG00000005823.9",644,701,346,425,565,179
"ENSMUSG00000005824.7",114,101,50,55,97,32
"ENSMUSG00000005836.10",1,5,1,4,2,1
"ENSMUSG00000005846.12",3871,4130,2429,2259,3087,817
"ENSMUSG00000005864.7",0,6,0,0,3,0
"ENSMUSG00000005871.15",1604,1659,951,855,1205,328
"ENSMUSG00000005873.6",2017,2006,1151,1263,1854,503
"ENSMUSG00000005881.13",2417,2394,1366,1350,1990,543
"ENSMUSG00000005882.18",448,496,294,274,361,95
"ENSMUSG00000005883.15",610,734,346,442,527,177
"ENSMUSG00000005886.14",1951,1861,915,1203,1864,581
"ENSMUSG00000005891.7",0,0,0,0,0,0
"ENSMUSG00000005892.4",0,2,1,0,1,1
"ENSMUSG00000005893.14",2019,2135,1247,1354,1866,498
"ENSMUSG00000005897.14",286,283,201,176,258,54
"ENSMUSG00000005899.14",994,1024,645,682,965,238
"ENSMUSG00000005907.14",412,403,251,226,336,84
"ENSMUSG00000005917.15",0,0,0,0,0,0
"ENSMUSG00000005936.19",1336,1368,831,866,1232,316
"ENSMUSG00000005947.11",1183,1257,778,441,605,151
"ENSMUSG00000005949.9",451,541,301,294,356,101
"ENSMUSG00000005950.14",5,5,0,0,4,4
"ENSMUSG00000005951.13",54,56,33,31,44,12
"ENSMUSG00000005952.15",0,0,0,0,1,0
"ENSMUSG00000005958.15",6,8,4,4,4,1
"ENSMUSG00000005968.14",126,102,66,38,73,18
"ENSMUSG00000005973.6",168,164,120,110,163,32
"ENSMUSG00000005980.15",0,3,0,0,3,0
"ENSMUSG00000005981.11",3473,3758,2065,2270,3053,866
"ENSMUSG00000005982.14",169,218,103,141,156,54
"ENSMUSG00000005983.15",34,27,19,19,35,8
"ENSMUSG00000005986.16",120,153,80,106,121,37
"ENSMUSG00000005994.14",0,1,0,0,0,0
"ENSMUSG00000006005.18",14058,14236,8995,9095,13090,3220
"ENSMUSG00000006007.14",0,0,0,0,0,0
"ENSMUSG00000006010.14",224,294,152,167,184,57
"ENSMUSG00000006014.16",335,132,192,115,376,46
"ENSMUSG00000006019.15",477,481,292,378,547,141
"ENSMUSG00000006021.5",207,210,118,106,152,43
"ENSMUSG00000006024.13",1968,1993,1085,1178,1699,486
"ENSMUSG00000006050.12",867,840,495,480,724,192
"ENSMUSG00000006056.13",0,0,0,0,0,0
"ENSMUSG00000006057.15",12,10,10,15,26,4
"ENSMUSG00000006058.10",479,471,253,266,397,116
"ENSMUSG00000006095.12",1057,1062,648,623,904,231
"ENSMUSG00000006127.9",2416,2464,1367,1473,2107,591
"ENSMUSG00000006134.4",1846,1810,1135,1173,1743,433
"ENSMUSG00000006143.12",1,1,0,0,0,0
"ENSMUSG00000006154.13",176,223,76,138,151,71
"ENSMUSG00000006169.20",3961,3627,2163,2571,4118,1075
"ENSMUSG00000006179.9",1961,2034,716,949,1335,556
"ENSMUSG00000006191.17",847,897,544,652,898,230
"ENSMUSG00000006200.3",0,0,0,0,0,0
"ENSMUSG00000006204.7",3,8,0,3,1,0
"ENSMUSG00000006205.13",143,125,66,54,96,30
"ENSMUSG00000006215.12",618,568,336,282,453,120
"ENSMUSG00000006216.10",0,1,0,0,0,0
"ENSMUSG00000006218.4",0,0,0,0,0,0
"ENSMUSG00000006219.12",6,9,5,3,2,0
"ENSMUSG00000006221.7",1,0,0,1,0,0
"ENSMUSG00000006235.6",6,5,1,4,7,1
"ENSMUSG00000006241.16",0,0,0,0,0,0
"ENSMUSG00000006262.15",496,506,335,278,396,92
"ENSMUSG00000006269.7",3,0,0,1,0,1
"ENSMUSG00000006270.7",0,0,0,0,0,0
"ENSMUSG00000006273.14",3264,3329,2044,1716,2453,621
"ENSMUSG00000006276.10",2238,2207,1305,1319,1953,514
"ENSMUSG00000006281.8",534,597,330,414,540,153
"ENSMUSG00000006288.8",691,715,381,409,577,169
"ENSMUSG00000006289.14",300,334,203,223,291,74
"ENSMUSG00000006299.13",3569,3275,2006,1765,2814,717
"ENSMUSG00000006301.17",33,46,23,35,37,13
"ENSMUSG00000006304.14",7990,7827,4328,4994,7459,2093
"ENSMUSG00000006307.16",2025,1837,1135,1049,1693,428
"ENSMUSG00000006310.10",17,18,11,0,0,0
"ENSMUSG00000006311.8",12,8,9,0,9,0
"ENSMUSG00000006313.5",0,6,3,1,2,1
"ENSMUSG00000006315.9",366,452,252,260,307,86
