"","WT_1411","WT_1601","WT_1710","KO_1411","KO_1601","KO_1710"
"ENSMUSG00000002944.15",14,17,10,9,4,15
"ENSMUSG00000002948.19",319,342,429,384,256,376
"ENSMUSG00000002949.15",183,276,275,266,123,242
"ENSMUSG00000002957.11",666,752,904,745,469,722
"ENSMUSG00000002963.17",200,284,261,256,125,268
"ENSMUSG00000002968.9",384,386,487,382,269,397
"ENSMUSG00000002980.14",15,19,14,20,11,26
"ENSMUSG00000002981.10",390,471,529,428,252,420
"ENSMUSG00000002983.17",63,77,96,110,66,97
"ENSMUSG00000002984.17",200,241,271,193,114,190
"ENSMUSG00000002985.16",306,346,486,297,188,227
"ENSMUSG00000002992.17",0,0,0,0,0,0
"ENSMUSG00000002996.17",830,991,800,801,464,1090
"ENSMUSG00000002997.15",74,118,92,144,60,159
"ENSMUSG00000003031.14",2382,2582,2351,2652,1723,3565
"ENSMUSG00000003032.8",0,3,4,5,2,3
"ENSMUSG00000003033.15",372,448,508,386,227,374
"ENSMUSG00000003037.16",566,640,722,613,385,642
"ENSMUSG00000003038.15",177,202,194,172,106,211
"ENSMUSG00000003039.9",608,711,775,574,347,602
"ENSMUSG00000003051.13",3,3,1,1,3,1
"ENSMUSG00000003053.17",0,0,0,0,0,0
"ENSMUSG00000003062.13",116,129,132,175,112,209
"ENSMUSG00000003068.16",811,939,1209,955,590,819
"ENSMUSG00000003070.6",4,5,7,3,1,1
"ENSMUSG00000003072.15",337,371,463,344,222,326
"ENSMUSG00000003099.11",372,476,544,444,247,400
"ENSMUSG00000003119.14",1383,1518,1357,1329,852,1795
"ENSMUSG00000003123.15",92,104,117,79,50,84
"ENSMUSG00000003131.7",936,1033,963,876,559,1136
"ENSMUSG00000003134.10",109,124,147,114,71,112
"ENSMUSG00000003135.15",340,407,415,387,228,427
"ENSMUSG00000003153.10",175,200,226,231,144,241
"ENSMUSG00000003154.15",345,370,447,338,224,346
"ENSMUSG00000003161.15",422,455,423,432,282,573
"ENSMUSG00000003166.20",595,674,744,624,390,667
"ENSMUSG00000003184.15",378,411,497,431,282,434
"ENSMUSG00000003190.12",126,126,119,94,67,133
"ENSMUSG00000003198.10",55,58,52,56,37,78
"ENSMUSG00000003199.16",194,235,300,251,149,209
"ENSMUSG00000003200.10",526,525,628,532,378,596
"ENSMUSG00000003206.7",3,2,4,3,2,3
"ENSMUSG00000003208.9",131,145,183,156,101,146
"ENSMUSG00000003226.7",2446,2872,2463,2690,1597,3538
"ENSMUSG00000003227.4",1,1,1,0,0,1
"ENSMUSG00000003228.9",57,63,69,70,46,78
"ENSMUSG00000003233.12",194,236,246,227,131,241
"ENSMUSG00000003234.16",318,334,415,384,260,389
"ENSMUSG00000003235.13",337,403,426,358,211,381
"ENSMUSG00000003269.17",323,387,414,386,228,404
"ENSMUSG00000003271.17",1,2,2,1,2,2
"ENSMUSG00000003273.14",0,0,0,0,0,0
"ENSMUSG00000003279.17",0,3,2,0,0,0
"ENSMUSG00000003282.9",59,80,54,136,69,189
"ENSMUSG00000003283.14",8,14,21,17,8,7
"ENSMUSG00000003299.10",59,90,88,71,31,65
"ENSMUSG00000003308.15",303,317,373,287,194,310
"ENSMUSG00000003309.14",5,8,11,9,4,5
"ENSMUSG00000003316.14",1542,1739,1888,1632,1024,1785
"ENSMUSG00000003341.9",2,3,0,1,0,3
"ENSMUSG00000003344.14",84,104,141,87,50,62
"ENSMUSG00000003345.16",934,1119,1267,1230,729,1205
"ENSMUSG00000003346.14",247,225,259,149,117,192
"ENSMUSG00000003348.10",747,787,905,956,643,1053
"ENSMUSG00000003352.14",146,172,205,60,35,53
"ENSMUSG00000003354.6",0,0,0,0,0,0
"ENSMUSG00000003355.7",0,5,3,6,2,6
"ENSMUSG00000003360.15",1058,1146,1449,1202,789,1143
"ENSMUSG00000003363.15",529,474,602,392,309,460
"ENSMUSG00000003378.9",72,64,68,34,29,51
"ENSMUSG00000003379.7",4,11,13,14,3,1
"ENSMUSG00000003380.11",148,161,182,157,103,171
"ENSMUSG00000003382.18",1025,1039,1157,1033,721,1227
"ENSMUSG00000003402.14",572,631,829,551,356,486
"ENSMUSG00000003410.8",12,10,12,1,3,3
"ENSMUSG00000003411.10",1,0,0,0,0,1
"ENSMUSG00000003418.11",45,56,41,40,21,58
"ENSMUSG00000003420.8",8,15,26,18,9,5
"ENSMUSG00000003421.13",282,319,362,262,164,272
"ENSMUSG00000003423.15",125,137,159,140,91,147
"ENSMUSG00000003429.11",794,908,1092,981,610,936
"ENSMUSG00000003435.9",1201,1188,1554,1242,887,1255
"ENSMUSG00000003436.11",0,0,0,0,1,0
"ENSMUSG00000003437.14",276,259,323,247,186,281
"ENSMUSG00000003438.17",105,115,147,125,82,117
"ENSMUSG00000003444.8",19,19,32,27,20,20
"ENSMUSG00000003452.15",15,20,14,15,7,20
"ENSMUSG00000003458.12",433,516,533,521,309,569
"ENSMUSG00000003464.13",276,341,362,347,199,356
"ENSMUSG00000003469.9",0,1,0,0,0,1
"ENSMUSG00000003476.16",0,0,0,0,0,0
"ENSMUSG00000003477.5",2,4,2,3,0,3
"ENSMUSG00000003484.4",4,7,12,9,4,0
"ENSMUSG00000003500.13",794,981,1029,810,462,839
"ENSMUSG00000003505.15",0,0,0,1,0,0
"ENSMUSG00000003518.13",8,14,15,8,1,3
"ENSMUSG00000003526.12",16,16,20,10,8,11
"ENSMUSG00000003527.9",151,206,185,199,101,222
"ENSMUSG00000003528.15",33,51,53,49,22,42
"ENSMUSG00000003531.15",37,29,29,18,18,33
"ENSMUSG00000003534.17",45,47,36,18,13,32
"ENSMUSG00000003541.6",0,1,1,2,0,0
"ENSMUSG00000003545.3",1,10,6,11,3,10
"ENSMUSG00000003546.10",88,121,140,150,79,126
"ENSMUSG00000003549.9",92,120,108,107,57,123
"ENSMUSG00000003555.8",0,0,1,0,0,1
"ENSMUSG00000003559.8",53,80,86,128,63,112
"ENSMUSG00000003573.15",109,146,149,120,62,118
"ENSMUSG00000003575.13",259,295,361,236,147,221
"ENSMUSG00000003581.14",82,106,96,96,52,112
"ENSMUSG00000003585.13",1,2,3,3,2,3
"ENSMUSG00000003604.14",78,60,79,58,55,80
"ENSMUSG00000003617.16",8,5,8,8,10,11
"ENSMUSG00000003623.4",493,529,449,506,331,726
"ENSMUSG00000003644.17",312,282,346,260,204,315
"ENSMUSG00000003657.9",0,2,0,0,0,0
"ENSMUSG00000003660.10",2061,2348,2783,2459,1534,2399
"ENSMUSG00000003662.10",207,286,261,248,123,268
"ENSMUSG00000003665.7",0,0,0,0,0,0
"ENSMUSG00000003680.16",72,59,85,63,55,72
"ENSMUSG00000003721.14",307,355,314,269,162,350
"ENSMUSG00000003731.13",677,778,864,705,435,737
"ENSMUSG00000003746.16",1354,1399,1311,1596,1091,2186
"ENSMUSG00000003752.9",97,92,127,105,78,105
"ENSMUSG00000003762.13",93,134,135,152,75,145
"ENSMUSG00000003778.14",1189,1392,1507,1589,961,1679
"ENSMUSG00000003779.16",272,389,399,401,196,370
"ENSMUSG00000003808.18",296,324,372,335,218,356
"ENSMUSG00000003809.14",88,117,128,102,54,93
"ENSMUSG00000003810.12",432,550,534,556,305,608
"ENSMUSG00000003812.13",45,30,51,28,31,33
"ENSMUSG00000003813.15",304,368,411,341,200,337
"ENSMUSG00000003814.8",1077,1190,1637,1231,795,1008
"ENSMUSG00000003824.12",33,42,60,37,21,23
"ENSMUSG00000003847.16",2467,2834,2324,2841,1725,3943
"ENSMUSG00000003848.14",197,208,298,233,158,192
"ENSMUSG00000003849.8",5,4,6,4,3,4
"ENSMUSG00000003863.18",1,0,4,1,0,5
"ENSMUSG00000003865.16",68,93,110,112,60,93
"ENSMUSG00000003868.14",293,251,347,201,165,225
"ENSMUSG00000003872.9",0,1,0,1,1,0
"ENSMUSG00000003873.11",79,103,140,158,91,114
"ENSMUSG00000003882.5",410,456,424,386,244,499
"ENSMUSG00000003923.14",393,574,488,559,259,613
"ENSMUSG00000003929.11",240,304,208,249,132,363
"ENSMUSG00000003934.5",15,26,35,37,19,23
"ENSMUSG00000003948.17",140,184,126,149,74,211
"ENSMUSG00000003949.16",3,4,1,4,3,6
"ENSMUSG00000003955.8",77,85,75,79,49,108
"ENSMUSG00000003970.9",2015,2266,2620,1984,1252,2025
"ENSMUSG00000003974.6",0,1,0,0,0,0
"ENSMUSG00000003992.15",1612,1725,1480,1664,1094,2372
"ENSMUSG00000004018.9",78,86,87,97,62,117
"ENSMUSG00000004031.13",0,2,0,1,0,2
"ENSMUSG00000004032.10",0,1,0,0,0,5
"ENSMUSG00000004035.12",3,1,1,1,1,3
"ENSMUSG00000004038.9",0,1,0,0,0,0
"ENSMUSG00000004040.16",886,991,1148,1127,715,1155
"ENSMUSG00000004043.14",559,545,644,485,352,563
"ENSMUSG00000004044.9",21,13,15,6,10,15
"ENSMUSG00000004054.9",455,503,639,471,304,435
"ENSMUSG00000004056.15",387,372,491,368,271,380
"ENSMUSG00000004069.17",219,229,224,181,123,237
"ENSMUSG00000004070.15",272,302,329,283,180,313
"ENSMUSG00000004071.13",638,789,722,780,439,927
"ENSMUSG00000004085.14",197,233,231,202,120,233
"ENSMUSG00000004096.9",367,407,446,393,251,434
"ENSMUSG00000004098.7",3,5,7,5,3,1
"ENSMUSG00000004099.16",2239,2640,3289,2876,1741,2524
"ENSMUSG00000004100.12",150,143,176,138,103,158
"ENSMUSG00000004105.8",181,213,206,152,89,179
"ENSMUSG00000004110.17",1539,1933,1959,424,234,446
"ENSMUSG00000004113.18",12,8,11,4,6,7
"ENSMUSG00000004127.12",58,94,75,91,37,98
"ENSMUSG00000004151.17",17,14,13,10,9,18
"ENSMUSG00000004187.11",49,51,64,53,37,54
"ENSMUSG00000004207.14",4131,4975,5630,5524,3255,5372
"ENSMUSG00000004221.16",462,588,557,574,315,643
"ENSMUSG00000004231.15",0,0,0,0,0,0
"ENSMUSG00000004233.14",116,144,130,144,81,174
"ENSMUSG00000004263.15",10,13,21,16,10,9
"ENSMUSG00000004264.17",392,490,518,440,248,446
"ENSMUSG00000004266.15",786,724,970,718,548,765
"ENSMUSG00000004267.16",17,19,21,9,6,10
"ENSMUSG00000004268.11",1091,1201,1350,1149,740,1240
"ENSMUSG00000004270.13",243,237,278,238,174,281
"ENSMUSG00000004285.12",109,104,154,107,80,96
"ENSMUSG00000004296.14",7,9,6,7,3,9
"ENSMUSG00000004317.14",159,197,174,155,86,189
"ENSMUSG00000004319.15",1100,1293,1090,986,583,1314
"ENSMUSG00000004328.15",22,41,39,44,17,36
"ENSMUSG00000004341.8",0,0,0,0,1,0
"ENSMUSG00000004344.12",0,0,0,0,0,0
"ENSMUSG00000004347.17",6,9,6,15,8,18
"ENSMUSG00000004356.8",360,377,423,335,227,382
"ENSMUSG00000004359.16",3,4,1,2,0,5
"ENSMUSG00000004360.9",0,0,1,0,1,0
"ENSMUSG00000004364.14",1090,1410,997,1336,697,1871
"ENSMUSG00000004366.4",0,0,1,0,0,0
"ENSMUSG00000004371.15",0,0,1,0,1,0
"ENSMUSG00000004383.18",72,61,80,42,37,51
"ENSMUSG00000004393.10",190,224,246,198,119,205
"ENSMUSG00000004394.12",167,189,196,182,114,208
"ENSMUSG00000004415.15",0,0,0,0,0,0
"ENSMUSG00000004446.12",158,185,178,161,96,192
"ENSMUSG00000004451.14",145,162,176,101,64,112
"ENSMUSG00000004455.16",163,234,266,292,147,238
"ENSMUSG00000004460.17",333,404,393,296,171,338
"ENSMUSG00000004462.7",104,158,139,156,70,162
"ENSMUSG00000004473.10",5,6,6,3,1,3
"ENSMUSG00000004500.9",99,129,146,154,85,141
"ENSMUSG00000004508.6",24,21,36,18,16,13
"ENSMUSG00000004530.12",558,611,722,604,392,619
"ENSMUSG00000004535.12",1943,2244,2061,2217,1346,2793
"ENSMUSG00000004540.7",0,0,0,0,0,0
"ENSMUSG00000004542.15",0,0,0,0,0,0
"ENSMUSG00000004552.16",852,1142,876,157,74,200
"ENSMUSG00000004558.15",63,77,91,88,52,82
"ENSMUSG00000004561.14",101,125,148,158,93,145
"ENSMUSG00000004562.16",56,59,86,92,63,77
"ENSMUSG00000004565.15",252,248,304,314,227,348
"ENSMUSG00000004567.16",227,288,298,313,175,322
"ENSMUSG00000004568.13",2348,2419,2784,2357,1620,2657
"ENSMUSG00000004591.16",941,1085,877,1054,636,1474
"ENSMUSG00000004609.11",19,28,28,24,11,22
"ENSMUSG00000004610.4",22,19,22,14,12,19
"ENSMUSG00000004612.9",40,48,63,29,17,21
"ENSMUSG00000004626.14",382,440,473,419,258,456
"ENSMUSG00000004630.18",0,0,0,0,0,0
"ENSMUSG00000004631.15",23,15,12,1,6,13
"ENSMUSG00000004633.17",38,44,53,34,21,32
"ENSMUSG00000004637.15",190,185,223,163,119,186
"ENSMUSG00000004642.13",679,831,911,952,552,949
"ENSMUSG00000004651.6",0,0,0,0,0,0
"ENSMUSG00000004654.6",0,0,0,0,0,0
"ENSMUSG00000004655.5",10,10,9,8,6,13
"ENSMUSG00000004661.15",601,708,692,730,436,854
"ENSMUSG00000004665.10",597,506,627,473,393,607
"ENSMUSG00000004667.18",134,158,189,159,96,149
"ENSMUSG00000004668.14",13,12,12,17,13,24
"ENSMUSG00000004677.17",1523,1767,1930,1819,1110,1920
"ENSMUSG00000004698.10",12,18,18,29,15,29
"ENSMUSG00000004707.14",376,370,393,379,273,487
"ENSMUSG00000004709.14",18,19,18,11,8,15
"ENSMUSG00000004730.15",28,33,36,30,18,30
"ENSMUSG00000004748.5",6,5,6,7,5,9
"ENSMUSG00000004768.14",65,87,97,59,31,53
"ENSMUSG00000004771.12",205,256,179,231,125,336
"ENSMUSG00000004788.11",190,205,243,165,108,170
"ENSMUSG00000004789.10",1105,1357,1330,1309,748,1466
"ENSMUSG00000004791.7",2,1,0,1,2,0
"ENSMUSG00000004798.14",280,364,322,375,199,439
"ENSMUSG00000004814.10",0,2,1,0,1,4
"ENSMUSG00000004815.12",235,261,292,250,160,270
"ENSMUSG00000004821.1",0,0,0,0,0,0
"ENSMUSG00000004837.2",568,574,687,583,410,643
"ENSMUSG00000004842.18",0,0,0,0,0,0
"ENSMUSG00000004843.7",162,183,152,142,87,199
"ENSMUSG00000004846.10",71,89,85,76,42,86
"ENSMUSG00000004849.14",153,151,187,159,115,174
"ENSMUSG00000004864.13",3,3,5,4,3,4
"ENSMUSG00000004865.16",1079,1154,1295,1205,798,1343
"ENSMUSG00000004872.15",0,0,0,0,0,0
"ENSMUSG00000004880.11",3491,4126,3752,3813,2257,4745
"ENSMUSG00000004885.5",0,2,1,3,2,0
"ENSMUSG00000004891.16",5,4,7,5,5,5
"ENSMUSG00000004892.13",0,0,0,0,0,0
"ENSMUSG00000004894.10",0,0,0,0,0,0
"ENSMUSG00000004895.9",331,432,441,440,238,447
"ENSMUSG00000004896.16",214,272,273,285,158,303
"ENSMUSG00000004897.16",1028,1337,1538,1389,761,1218
"ENSMUSG00000004902.7",0,0,0,0,2,0
"ENSMUSG00000004929.12",41,56,67,48,24,38
"ENSMUSG00000004931.11",67,69,81,62,44,70
"ENSMUSG00000004933.17",54,51,50,36,28,53
"ENSMUSG00000004934.14",226,210,301,187,143,181
"ENSMUSG00000004936.8",254,296,299,337,204,386
"ENSMUSG00000004937.6",348,355,440,324,226,339
"ENSMUSG00000004939.7",0,0,0,0,0,0
"ENSMUSG00000004945.15",177,212,193,149,86,182
"ENSMUSG00000004947.15",412,458,557,355,227,344
"ENSMUSG00000004948.12",0,0,0,0,0,0
"ENSMUSG00000004951.10",0,0,0,0,1,0
"ENSMUSG00000004952.13",89,85,109,116,87,128
"ENSMUSG00000004961.7",0,1,0,0,0,0
"ENSMUSG00000004980.16",7682,8768,7795,8084,4963,10583
"ENSMUSG00000004988.9",1,0,0,0,0,0
"ENSMUSG00000004994.12",67,66,56,62,45,95
"ENSMUSG00000004996.9",146,125,186,110,92,113
"ENSMUSG00000005034.15",1571,1691,1677,1736,1139,2178
"ENSMUSG00000005043.13",70,88,99,92,52,87
"ENSMUSG00000005045.16",0,2,4,1,3,2
"ENSMUSG00000005054.7",69,103,98,117,54,113
"ENSMUSG00000005057.13",9,12,12,8,3,7
"ENSMUSG00000005069.12",300,412,441,444,229,406
"ENSMUSG00000005078.16",78,90,95,93,57,104
"ENSMUSG00000005087.17",130,179,150,168,82,196
"ENSMUSG00000005089.15",1,2,1,1,2,1
"ENSMUSG00000005102.13",118,148,154,189,108,197
"ENSMUSG00000005103.12",2223,2236,2278,1953,1374,2550
"ENSMUSG00000005107.13",101,117,138,135,83,132
"ENSMUSG00000005124.10",0,1,1,2,0,0
"ENSMUSG00000005125.13",128,174,175,176,91,176
"ENSMUSG00000005131.4",1,0,2,1,1,0
"ENSMUSG00000005142.10",928,950,1198,875,605,890
"ENSMUSG00000005148.8",4,4,6,7,5,6
"ENSMUSG00000005150.16",112,134,147,135,81,139
"ENSMUSG00000005161.15",274,307,438,329,211,249
"ENSMUSG00000005198.15",2863,3395,3676,2874,1714,2993
"ENSMUSG00000005202.2",0,0,0,0,0,0
"ENSMUSG00000005204.12",264,318,357,293,172,288
"ENSMUSG00000005220.10",0,0,0,0,0,0
"ENSMUSG00000005225.15",7,7,6,5,3,8
"ENSMUSG00000005232.11",0,0,0,0,0,0
"ENSMUSG00000005233.16",269,335,373,336,191,323
"ENSMUSG00000005237.14",2,3,4,1,0,0
"ENSMUSG00000005251.15",0,3,4,3,1,0
"ENSMUSG00000005262.13",387,471,468,403,233,449
"ENSMUSG00000005267.13",63,84,64,58,28,75
"ENSMUSG00000005268.20",10,16,16,6,0,4
"ENSMUSG00000005299.6",435,508,522,397,240,445
"ENSMUSG00000005312.15",896,996,909,743,469,974
"ENSMUSG00000005320.9",0,1,0,0,0,0
"ENSMUSG00000005338.13",0,4,5,6,2,3
"ENSMUSG00000005339.10",0,0,0,0,0,0
"ENSMUSG00000005354.16",307,334,352,283,185,333
"ENSMUSG00000005355.9",0,2,0,0,0,0
"ENSMUSG00000005357.9",0,0,0,0,0,0
"ENSMUSG00000005360.14",14,16,20,16,10,14
"ENSMUSG00000005362.14",557,581,498,668,452,974
"ENSMUSG00000005364.11",4,5,6,14,9,15
"ENSMUSG00000005370.4",1719,2012,1911,1928,1156,2328
"ENSMUSG00000005371.15",807,915,660,815,498,1252
"ENSMUSG00000005373.13",3,1,0,0,0,0
"ENSMUSG00000005374.13",229,272,296,261,155,271
"ENSMUSG00000005378.17",153,167,174,151,99,180
"ENSMUSG00000005397.8",10,13,10,9,5,11
"ENSMUSG00000005410.6",645,819,980,839,471,715
"ENSMUSG00000005413.8",10,11,6,5,1,10
"ENSMUSG00000005417.17",3135,3208,3362,4017,2778,5023
"ENSMUSG00000005442.13",1477,1670,2107,1657,1044,1502
"ENSMUSG00000005447.12",90,101,96,73,45,92
"ENSMUSG00000005465.9",356,410,459,370,228,383
"ENSMUSG00000005469.10",255,257,343,281,198,271
"ENSMUSG00000005470.8",169,185,229,165,107,160
"ENSMUSG00000005474.9",27,33,39,36,21,33
"ENSMUSG00000005481.18",514,604,639,591,355,638
"ENSMUSG00000005483.10",531,487,665,457,350,478
"ENSMUSG00000005493.15",7,7,8,7,6,8
"ENSMUSG00000005501.14",296,347,326,288,172,351
"ENSMUSG00000005503.8",0,0,0,0,0,0
"ENSMUSG00000005505.12",5,8,12,18,12,15
"ENSMUSG00000005506.16",201,234,218,224,135,276
"ENSMUSG00000005510.9",38,44,61,36,23,28
"ENSMUSG00000005514.14",241,267,317,248,159,250
"ENSMUSG00000005533.10",811,926,968,901,557,1014
"ENSMUSG00000005534.10",1304,1487,1467,1519,939,1813
"ENSMUSG00000005540.10",6,13,12,11,3,8
"ENSMUSG00000005547.14",3,3,6,3,3,0
"ENSMUSG00000005553.14",0,1,0,0,1,0
"ENSMUSG00000005566.14",1773,2019,2517,2071,1295,1892
"ENSMUSG00000005575.16",360,408,506,377,237,349
"ENSMUSG00000005580.11",129,141,141,132,86,163
"ENSMUSG00000005583.16",17,27,27,45,21,42
"ENSMUSG00000005609.16",553,600,662,561,366,627
"ENSMUSG00000005610.17",7346,8520,6676,6580,3941,9370
"ENSMUSG00000005611.15",3,9,6,8,1,6
"ENSMUSG00000005615.15",208,209,227,151,107,187
"ENSMUSG00000005621.11",979,1060,1156,1041,681,1182
"ENSMUSG00000005625.15",470,530,606,586,370,606
"ENSMUSG00000005628.12",6,6,3,10,7,16
"ENSMUSG00000005640.11",1,1,1,0,1,2
"ENSMUSG00000005649.17",0,0,0,0,0,0
"ENSMUSG00000005656.9",388,474,397,466,264,604
"ENSMUSG00000005667.8",131,126,148,109,81,129
"ENSMUSG00000005672.12",79,108,88,122,61,148
"ENSMUSG00000005674.9",97,121,142,130,74,118
"ENSMUSG00000005677.14",0,0,0,0,0,0
"ENSMUSG00000005681.12",0,0,0,0,1,1
"ENSMUSG00000005682.9",537,663,667,626,356,680
"ENSMUSG00000005683.8",832,911,978,792,512,904
"ENSMUSG00000005686.17",32,20,28,22,24,33
"ENSMUSG00000005687.14",279,352,333,366,203,415
"ENSMUSG00000005696.11",863,1125,949,1191,628,1450
"ENSMUSG00000005698.15",2416,2772,2583,2475,1514,3096
"ENSMUSG00000005699.16",27,21,35,24,22,24
"ENSMUSG00000005705.10",1,0,4,5,5,1
"ENSMUSG00000005716.16",1,1,0,0,0,1
"ENSMUSG00000005718.8",55,60,72,59,39,61
"ENSMUSG00000005732.14",50,39,61,40,37,43
"ENSMUSG00000005763.15",1732,1842,1864,1515,1006,1887
"ENSMUSG00000005774.12",269,321,330,411,244,453
"ENSMUSG00000005779.12",423,448,497,466,312,532
"ENSMUSG00000005800.3",11,12,13,21,14,24
"ENSMUSG00000005802.12",12,15,15,16,9,18
"ENSMUSG00000005803.14",91,111,112,136,79,151
"ENSMUSG00000005804.14",222,240,225,191,125,252
"ENSMUSG00000005813.12",657,806,724,719,408,876
"ENSMUSG00000005823.9",148,137,173,137,106,158
"ENSMUSG00000005824.7",48,25,32,13,22,33
"ENSMUSG00000005836.10",0,3,1,0,1,2
"ENSMUSG00000005846.12",414,524,451,494,270,608
"ENSMUSG00000005864.7",2,0,0,1,1,1
"ENSMUSG00000005871.15",1382,1524,1325,1276,812,1755
"ENSMUSG00000005873.6",379,420,478,405,260,430
"ENSMUSG00000005881.13",283,366,391,302,165,293
"ENSMUSG00000005882.18",203,238,230,229,137,273
"ENSMUSG00000005883.15",896,995,932,874,554,1122
"ENSMUSG00000005886.14",1309,1376,1281,1351,908,1834
"ENSMUSG00000005891.7",1,0,0,0,0,1
"ENSMUSG00000005892.4",0,0,0,0,0,0
"ENSMUSG00000005893.14",2931,3358,3163,3138,1924,3892
"ENSMUSG00000005897.14",101,119,100,91,53,123
"ENSMUSG00000005899.14",304,379,403,403,228,409
"ENSMUSG00000005907.14",186,243,216,223,118,260
"ENSMUSG00000005917.15",0,0,0,0,0,0
"ENSMUSG00000005936.19",755,839,827,792,502,969
"ENSMUSG00000005947.11",159,153,199,84,63,88
"ENSMUSG00000005949.9",111,112,115,79,56,103
"ENSMUSG00000005950.14",2,2,0,2,2,4
"ENSMUSG00000005951.13",23,22,26,23,17,27
"ENSMUSG00000005952.15",0,0,1,0,0,0
"ENSMUSG00000005958.15",0,2,1,1,1,1
"ENSMUSG00000005968.14",37,42,47,36,23,38
"ENSMUSG00000005973.6",55,65,57,65,39,84
"ENSMUSG00000005980.15",0,0,0,0,0,0
"ENSMUSG00000005981.11",412,504,482,479,274,552
"ENSMUSG00000005982.14",277,314,289,277,172,355
"ENSMUSG00000005983.15",15,15,19,15,10,16
"ENSMUSG00000005986.16",185,205,241,178,115,182
"ENSMUSG00000005994.14",0,0,0,0,0,0
"ENSMUSG00000006005.18",3119,3567,3392,3599,2212,4434
"ENSMUSG00000006007.14",0,0,0,0,0,0
"ENSMUSG00000006010.14",115,107,98,101,78,155
"ENSMUSG00000006014.16",13,8,13,6,8,8
"ENSMUSG00000006019.15",185,256,245,246,123,253
"ENSMUSG00000006021.5",51,54,66,56,38,58
"ENSMUSG00000006024.13",306,327,409,349,233,344
"ENSMUSG00000006050.12",119,180,168,158,70,153
"ENSMUSG00000006056.13",0,0,0,0,0,0
"ENSMUSG00000006057.15",38,23,32,19,25,34
"ENSMUSG00000006058.10",193,195,230,186,131,210
"ENSMUSG00000006095.12",107,96,148,113,89,104
"ENSMUSG00000006127.9",630,729,756,666,405,745
"ENSMUSG00000006134.4",1010,1139,1155,1019,637,1197
"ENSMUSG00000006143.12",0,0,0,0,0,0
"ENSMUSG00000006154.13",193,316,237,280,111,311
"ENSMUSG00000006169.20",925,1061,1066,1095,673,1277
"ENSMUSG00000006179.9",201,213,213,176,118,222
"ENSMUSG00000006191.17",353,373,287,308,205,482
"ENSMUSG00000006200.3",0,0,0,0,0,0
"ENSMUSG00000006204.7",0,0,0,2,0,0
"ENSMUSG00000006205.13",6,9,11,8,4,5
"ENSMUSG00000006215.12",220,257,296,241,147,238
"ENSMUSG00000006216.10",0,0,0,0,0,0
"ENSMUSG00000006218.4",0,0,0,0,0,0
"ENSMUSG00000006219.12",4,5,6,5,3,4
"ENSMUSG00000006221.7",0,0,0,0,0,0
"ENSMUSG00000006235.6",0,5,2,0,2,1
"ENSMUSG00000006241.16",0,0,0,0,0,0
"ENSMUSG00000006262.15",827,892,755,714,465,1023
"ENSMUSG00000006269.7",0,0,0,0,0,0
"ENSMUSG00000006270.7",0,0,0,0,0,0
"ENSMUSG00000006273.14",515,595,587,479,292,566
"ENSMUSG00000006276.10",948,983,1064,949,648,1135
"ENSMUSG00000006281.8",238,297,307,336,191,353
"ENSMUSG00000006288.8",446,495,492,441,281,538
"ENSMUSG00000006289.14",73,76,81,72,49,88
"ENSMUSG00000006299.13",423,491,631,488,301,418
"ENSMUSG00000006301.17",13,20,16,18,8,20
"ENSMUSG00000006304.14",1173,1376,1210,1142,679,1472
"ENSMUSG00000006307.16",1420,1559,1896,1591,1030,1567
"ENSMUSG00000006310.10",1,1,2,1,0,1
"ENSMUSG00000006311.8",0,0,0,0,0,0
"ENSMUSG00000006313.5",4,6,5,5,3,7
"ENSMUSG00000006315.9",62,103,95,87,34,79
"ENSMUSG00000006333.14",1657,2096,2346,1865,1046,1744
"ENSMUSG00000006335.16",82,90,104,79,51,84
"ENSMUSG00000006342.15",10,14,19,16,8,10
"ENSMUSG00000006344.17",20,19,27,25,19,24
"ENSMUSG00000006345.10",8,10,13,9,6,8
"ENSMUSG00000006356.10",7,15,14,12,3,8
"ENSMUSG00000006360.11",281,276,420,409,294,336
"ENSMUSG00000006362.16",663,698,793,574,387,642
"ENSMUSG00000006369.14",51,45,51,25,21,35
"ENSMUSG00000006373.10",220,220,250,237,168,280
"ENSMUSG00000006378.15",2,1,3,2,0,1
"ENSMUSG00000006386.15",0,7,0,0,1,1
"ENSMUSG00000006389.13",0,0,0,0,0,0
"ENSMUSG00000006390.15",92,97,99,108,73,135
"ENSMUSG00000006392.16",185,240,210,233,125,278
"ENSMUSG00000006395.16",54,64,66,61,37,68
"ENSMUSG00000006398.15",194,284,298,274,130,240
"ENSMUSG00000006403.13",0,1,0,0,0,2
"ENSMUSG00000006411.12",1,8,5,6,1,5
"ENSMUSG00000006412.10",142,154,157,140,92,171
"ENSMUSG00000006418.17",683,835,940,832,482,802
"ENSMUSG00000006423.15",300,302,304,281,198,371
"ENSMUSG00000006435.16",1,1,2,1,1,1
"ENSMUSG00000006442.10",59,77,80,58,30,56
"ENSMUSG00000006445.3",8,9,9,5,2,5
"ENSMUSG00000006456.10",417,433,528,494,338,518
"ENSMUSG00000006457.4",5,8,6,4,2,5
"ENSMUSG00000006462.6",1,1,1,1,0,0
"ENSMUSG00000006463.13",110,125,146,108,68,109
"ENSMUSG00000006464.9",28,29,29,23,16,30
